[Current] ORDER_STATUS - Takes(s): 9.9, Count: 45, TPM: 272.3, Sum(ms): 2512.1, Avg(ms): 55.7, 50th(ms): 41.9, 90th(ms): 56.6, 95th(ms): 302.0, 99th(ms): 335.5, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] PAYMENT - Takes(s): 10.0, Count: 476, TPM: 2865.9, Sum(ms): 374249.0, Avg(ms): 787.6, 50th(ms): 637.5, 90th(ms): 1811.9, 95th(ms): 2013.3, 99th(ms): 2415.9, 99.9th(ms): 2550.1, Max(ms): 2550.1
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 51, TPM: 316.5, Sum(ms): 6454.0, Avg(ms): 126.9, 50th(ms): 125.8, 90th(ms): 159.4, 95th(ms): 176.2, 99th(ms): 184.5, 99.9th(ms): 192.9, Max(ms): 192.9
[Current] DELIVERY - Takes(s): 9.8, Count: 52, TPM: 317.1, Sum(ms): 39710.3, Avg(ms): 762.4, 50th(ms): 637.5, 90th(ms): 1208.0, 95th(ms): 1275.1, 99th(ms): 1543.5, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 533, TPM: 3200.5, Sum(ms): 248783.8, Avg(ms): 467.5, 50th(ms): 243.3, 90th(ms): 1342.2, 95th(ms): 1476.4, 99th(ms): 1744.8, 99.9th(ms): 2013.3, Max(ms): 2281.7
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 47, TPM: 282.5, Sum(ms): 1931.5, Avg(ms): 41.2, 50th(ms): 46.1, 90th(ms): 56.6, 95th(ms): 56.6, 99th(ms): 65.0, 99.9th(ms): 65.0, Max(ms): 65.0
[Current] PAYMENT - Takes(s): 10.0, Count: 479, TPM: 2876.5, Sum(ms): 342656.1, Avg(ms): 715.7, 50th(ms): 604.0, 90th(ms): 1476.4, 95th(ms): 1677.7, 99th(ms): 1811.9, 99.9th(ms): 1879.0, Max(ms): 1879.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 64, TPM: 389.0, Sum(ms): 8592.2, Avg(ms): 134.3, 50th(ms): 125.8, 90th(ms): 184.5, 95th(ms): 192.9, 99th(ms): 209.7, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] DELIVERY - Takes(s): 10.0, Count: 50, TPM: 300.9, Sum(ms): 58464.4, Avg(ms): 1171.2, 50th(ms): 973.1, 90th(ms): 2281.7, 95th(ms): 2550.1, 99th(ms): 3087.0, 99.9th(ms): 3087.0, Max(ms): 3087.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 467, TPM: 2810.4, Sum(ms): 213885.3, Avg(ms): 457.9, 50th(ms): 268.4, 90th(ms): 1208.0, 95th(ms): 1409.3, 99th(ms): 1610.6, 99.9th(ms): 1946.2, Max(ms): 1946.2
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 48, TPM: 288.2, Sum(ms): 1998.2, Avg(ms): 41.6, 50th(ms): 46.1, 90th(ms): 54.5, 95th(ms): 56.6, 99th(ms): 62.9, 99.9th(ms): 62.9, Max(ms): 62.9
[Current] PAYMENT - Takes(s): 10.0, Count: 460, TPM: 2763.7, Sum(ms): 348540.6, Avg(ms): 757.7, 50th(ms): 738.2, 90th(ms): 1476.4, 95th(ms): 1610.6, 99th(ms): 1677.7, 99.9th(ms): 1811.9, Max(ms): 1811.9
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 51, TPM: 307.5, Sum(ms): 6658.5, Avg(ms): 130.6, 50th(ms): 125.8, 90th(ms): 167.8, 95th(ms): 167.8, 99th(ms): 201.3, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] DELIVERY - Takes(s): 9.8, Count: 41, TPM: 250.9, Sum(ms): 25544.6, Avg(ms): 625.1, 50th(ms): 536.9, 90th(ms): 939.5, 95th(ms): 1140.9, 99th(ms): 1476.4, 99.9th(ms): 1476.4, Max(ms): 1476.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 473, TPM: 2839.4, Sum(ms): 235075.8, Avg(ms): 497.0, 50th(ms): 335.5, 90th(ms): 1140.9, 95th(ms): 1409.3, 99th(ms): 1811.9, 99.9th(ms): 1946.2, Max(ms): 1946.2
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 53, TPM: 335.0, Sum(ms): 3243.2, Avg(ms): 61.1, 50th(ms): 44.0, 90th(ms): 62.9, 95th(ms): 318.8, 99th(ms): 335.5, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] PAYMENT - Takes(s): 10.0, Count: 492, TPM: 2957.4, Sum(ms): 374365.1, Avg(ms): 762.3, 50th(ms): 771.8, 90th(ms): 1275.1, 95th(ms): 1610.6, 99th(ms): 1879.0, 99.9th(ms): 2013.3, Max(ms): 2013.3
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 41, TPM: 248.5, Sum(ms): 5339.3, Avg(ms): 130.4, 50th(ms): 130.0, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 201.3, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] DELIVERY - Takes(s): 9.9, Count: 51, TPM: 310.1, Sum(ms): 49537.3, Avg(ms): 971.1, 50th(ms): 838.9, 90th(ms): 1610.6, 95th(ms): 1946.2, 99th(ms): 2281.7, 99.9th(ms): 2415.9, Max(ms): 2415.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 495, TPM: 2974.5, Sum(ms): 233442.7, Avg(ms): 471.8, 50th(ms): 226.5, 90th(ms): 1275.1, 95th(ms): 1409.3, 99th(ms): 1677.7, 99.9th(ms): 1811.9, Max(ms): 1811.9
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 45, TPM: 278.4, Sum(ms): 2600.5, Avg(ms): 57.8, 50th(ms): 46.1, 90th(ms): 56.6, 95th(ms): 67.1, 99th(ms): 469.8, 99.9th(ms): 469.8, Max(ms): 469.8
[Current] PAYMENT - Takes(s): 10.0, Count: 492, TPM: 2953.0, Sum(ms): 350516.0, Avg(ms): 711.8, 50th(ms): 570.4, 90th(ms): 1543.5, 95th(ms): 1610.6, 99th(ms): 1811.9, 99.9th(ms): 2080.4, Max(ms): 2080.4
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 51, TPM: 310.4, Sum(ms): 6611.8, Avg(ms): 129.6, 50th(ms): 125.8, 90th(ms): 159.4, 95th(ms): 176.2, 99th(ms): 209.7, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] DELIVERY - Takes(s): 9.8, Count: 48, TPM: 294.1, Sum(ms): 41810.3, Avg(ms): 871.0, 50th(ms): 771.8, 90th(ms): 1543.5, 95th(ms): 1744.8, 99th(ms): 1879.0, 99.9th(ms): 1879.0, Max(ms): 1879.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 546, TPM: 3282.3, Sum(ms): 246934.0, Avg(ms): 452.5, 50th(ms): 243.3, 90th(ms): 1275.1, 95th(ms): 1543.5, 99th(ms): 1744.8, 99.9th(ms): 1879.0, Max(ms): 1879.0
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 44, TPM: 268.8, Sum(ms): 1940.5, Avg(ms): 44.2, 50th(ms): 46.1, 90th(ms): 60.8, 95th(ms): 62.9, 99th(ms): 75.5, 99.9th(ms): 75.5, Max(ms): 75.5
[Current] PAYMENT - Takes(s): 10.0, Count: 479, TPM: 2874.3, Sum(ms): 339672.2, Avg(ms): 708.9, 50th(ms): 570.4, 90th(ms): 1610.6, 95th(ms): 1744.8, 99th(ms): 1879.0, 99.9th(ms): 2080.4, Max(ms): 2080.4
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 46, TPM: 280.8, Sum(ms): 6014.2, Avg(ms): 130.8, 50th(ms): 125.8, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 209.7, 99.9th(ms): 209.7, Max(ms): 209.7
[Current] DELIVERY - Takes(s): 9.9, Count: 40, TPM: 243.3, Sum(ms): 23685.4, Avg(ms): 593.9, 50th(ms): 520.1, 90th(ms): 838.9, 95th(ms): 1006.6, 99th(ms): 1208.0, 99.9th(ms): 1208.0, Max(ms): 1208.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 505, TPM: 3035.2, Sum(ms): 227688.1, Avg(ms): 451.3, 50th(ms): 218.1, 90th(ms): 1275.1, 95th(ms): 1409.3, 99th(ms): 1677.7, 99.9th(ms): 1811.9, Max(ms): 1811.9
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 38, TPM: 233.2, Sum(ms): 1953.8, Avg(ms): 51.7, 50th(ms): 44.0, 90th(ms): 56.6, 95th(ms): 58.7, 99th(ms): 486.5, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] PAYMENT - Takes(s): 10.0, Count: 493, TPM: 2972.5, Sum(ms): 386317.6, Avg(ms): 784.2, 50th(ms): 671.1, 90th(ms): 1543.5, 95th(ms): 1677.7, 99th(ms): 1744.8, 99.9th(ms): 1879.0, Max(ms): 1879.0
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 44, TPM: 273.7, Sum(ms): 5714.6, Avg(ms): 129.5, 50th(ms): 125.8, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 218.1, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] DELIVERY - Takes(s): 10.0, Count: 47, TPM: 283.3, Sum(ms): 32592.8, Avg(ms): 696.1, 50th(ms): 570.4, 90th(ms): 1140.9, 95th(ms): 1476.4, 99th(ms): 2013.3, 99.9th(ms): 2013.3, Max(ms): 2013.3
